# id, cityname, citycode, airportname, airportcode
9115,Tanjung Santan,TSX,Tanjung Santan,TSX
9116,Tanjung Selor,TJS,Tanjung Harapan,TJS
9117,Tanjung Warukin,TJG,Tanjung Warukin,TJG
9118,Tanna Island,TAH,Whitegrass,TAH
9119,Tan-Tan,TTA,Plage Blanche,TTA
9120,Taos,TSM,Regional,TSM
9121,Tapachula,TAP,International,TAP
9122,Tapaktuan,TPK,Teuku Cut Ali,TPK
9123,Tapeta,TPT,Tapeta,TPT
9124,Tapini,TPI,Tapini,TPI
9125,Taplejung,TPJ,Taplejung,TPJ
9126,Tarabo,TBQ,Tarabo,TBQ
9127,Tarakan,TRK,Juwata,TRK
9128,Tarakbits,TRJ,Tarakbits,TRJ
9129,Tarama,TRA,Tarama,TRA
9130,Taranto,TAR,Grottaglie,TAR
9131,Tarapaca,TCD,Tarapaca,TCD
9132,Tarapaina,TAA,Tarapaina,TAA
9133,Tarapoa,TPC,Tarapoa,TPC
9134,Tarapoto,TPP,G.del Castillo Paredes,TPP
9135,Tarauaca,TRQ,Jose Galera dos Santos,TRQ
9136,Tarawa,TRW,Bonriki Intl,TRW
9137,Tarbela Dam,TLB,Tarbela Dam,TLB
9138,Tarcoola,TAQ,Tarcoola,TAQ
9139,Taree,TRO,Taree,TRO
9140,Targovishte,TGV,Bukhovtsi,TGV
9141,Targu-Mures,TGM,Transilvania,TGM
9142,Tari,TIZ,Tari,TIZ
9143,Tarija,TJA,Cap. Oriel Lea Plaza,TJA
9144,Tarin Kot,TII,Tereen,TII
9145,Tarko-Sale,TQL,Tarko-Sale,TQL
9146,Tartagal,TTG,Gral. Enrique Mosconi,TTG
9147,Tartu,TAY,Ulenurme,TAY
9148,Tashkent,TAS,International,TAS
9149,Tasikmalaya,TSY,Wiriadinata,TSY
9150,Taskul,TSK,Taskul,TSK
9151,Tatakoto,TKV,Tatakoto,TKV
9152,Tatalina,TLJ,Tatalina,TLJ
9153,Tatitlek,TEK,Tatitlek,TEK
9154,Tau,TAV,Tau,TAV
9155,Taupo,TUO,Taupo,TUO
9156,Tauramena,TAU,Tauramena,TAU
9157,Tauranga,TRG,Tauranga,TRG
9158,Tauta,TUT,Tauta,TUT
9159,Taveuni Island,TVU,Matei,TVU
9160,Tawa,TWY,Tawa,TWY
9161,Tawau,TWU,Tawau,TWU
9162,Tawi Tawi Island,TWT,Sanga-Sanga,TWT
9163,Taylor,TWE,Taylor,TWE
9164,Taylor,TYZ,Taylor,TYZ
9165,Tbilisi,TBS,International,TBS
9166,Tchibanga,TCH,Tchibanga,TCH
9167,Tchien,THC,Tchien,THC
9168,Te Anau,TEU,Manapouri,TEU
9169,Tebessa,TEE,Tbessa,TEE
9170,Tefe,TFF,Tefe,TFF
9171,Tegucigalpa,TGU,Toncontin Intl,TGU
9172,Tehachapi,TSP,Municipal,TSP
9173,Tehran,THR,Imam Khomeini Intl,IKA
9174,Tehran,THR,Mehrabad Intl,THR
9175,Tehuacan,TCN,Tehuacan,TCN
9176,Teixeira de Freitas,TXF,Teixeira de Freitas,TXF
9177,Tekadu,TKB,Tekadu,TKB
9178,Tekin,TKW,Tekin,TKW
9179,Tekirdag,TEQ,Corlu,TEQ
9180,Tel Aviv-Yafo,TLV,Sde Dov,SDV
9181,Tel Aviv-Yafo,TLV,Ben Gurion Intl,TLV
9182,Tela,TEA,Tela,TEA
9183,Telefomin,TFM,Telefomin,TFM
9184,Telemaco Borba,TEC,Telemaco Borba,TEC
9185,Telfer,TEF,Telfer,TEF
9186,Telida,TLF,Telida,TLF
9187,Teller,TLA,Teller,TLA
9188,Telluride,TEX,Regional,TEX
9189,Telupid,TEL,Telupid,TEL
9190,Tembagapura/Timika,TIM,Moses Kilangin,TIM
9191,Teminabuan,TXM,Teminabuan,TXM
9192,Temora,TEM,Temora,TEM
9193,Temple,TPL,Draughon-Miller,TPL
9194,Tena,TNW,Jumandy,TNW
9195,Tenakee Springs,TKE,Tenakee SPB,TKE
9196,Tenerife,TCI,Tenerife-Norte,TFN
9197,Tenerife,TCI,Tenerife-Sur,TFS
9198,Tengchong,TCZ,Tuofeng,TCZ
9199,Tenkodogo,TEG,Tenkodogo,TEG
9200,Tennant Creek,TCA,Tennant Creek,TCA
9201,Teofilo Otoni,TFL,Juscelino Kubitscheck,TFL
9202,Tepic,TPQ,Amado Nervo,TPQ
9203,Teptep,TEP,Teptep,TEP
9204,Teraina,TNQ,Teraina,TNQ
9205,Terapo,TEO,Terapo,TEO
9206,Terceira Island,TER,Lajes,TER
9207,Teresina,THE,Petronio Portella,THE
9208,Termez,TMJ,Termez,TMJ
9209,Ternate,TTE,Sultan Babullah,TTE
9210,Ternopil,TNL,International,TNL
9211,Terrace Bay,TCY,Terrace Bay,TCY
9212,Terrell,TRL,Municipal,TRL
9213,Teruel,TEV,Airport,TEV
9214,Teseney,TES,Teseney,TES
9215,Tete,TET,Chingozi,TET
9216,Tetebedi,TDB,Tetebedi,TDB
9217,Teterboro,TEB,Teterboro,TEB
9218,Tetiaroa,TTI,Tetiaroa,TTI
9219,Tetlin,TEH,Tetlin,TEH
9220,Tetouan,TTU,Saniat R\mel,TTU
9221,Tewantin,TWN,Tewantin,TWN
9222,Texarkana,TXK,Regional - Webb Field,TXK
9223,Tezpur,TEZ,Tezpur,TEZ
9224,Tezu,TEI,Tezu,TEI
9225,Thaba Nchu,TCU,Thaba Nchu,TCU
9226,Thaba-Tseka,THB,Thaba-Tseka,THB
9227,Thakhek,THK,Thakhek,THK
9228,Thakurgaon,TKR,Thakurgaon,TKR
9229,Thames,TMZ,Thames,TMZ
9230,Thangool,THG,Thangool,THG
9231,Thanh Hoa,THD,Tho Xuan,THD
9232,Thanjavur,TJV,Thanjavur,TJV
9233,The Bight,TBI,New Bight,TBI
9234,Theda Station,TDN,Theda Station,TDN
9235,Theodore,TDR,Theodore,TDR
9236,Thermal,TRM,J.Cochran Regional,TRM
9237,Thermopolis,THP,Hot Springs County,THP
9238,Thief River Falls,TVF,Regional,TVF
9239,Thimarafushi,TMF,Thimarafushi,TMF
9240,Thingeyri,TEY,Selardalur,TEY
9241,Thiruvananthapuram,TRV,International,TRV
9242,Thisted,TED,Thisted,TED
9243,Thohoyandou,THY,P.R. Mphephu,THY
9244,Thomasville,TVI,Regional,TVI
9245,Thompson Falls,THM,Thompson Falls,THM
9246,Thorshofn,THO,Thorshofn,THO
9247,Thumrait,TTH,Air Base,TTH
9248,Thylungra,TYG,Thylungra,TYG
9249,Tianjin,TSN,Binhai Intl,TSN
9250,Tianshui,THQ,Maijishan,THQ
9251,Tiaret,TID,Bou Chekif,TID
9252,Tibooburra,TYB,Tibooburra,TYB
9253,Tibu,TIB,Tibu,TIB
9254,Ticantiqui,TJC,Ticantiqui,TJC
9255,Tichit,THI,Tichit,THI
9256,Tidjikja,TIY,Tidjikja,TIY
9257,Tifalmin,TFB,Tifalmin,TFB
9258,Tifton,TMA,Henry Tift Myers,TMA
9259,Tiga,TGJ,Tiga,TGJ
9260,Tijuana,TIJ,A.L. Rodriguez Intl,TIJ
9261,Tikapur,TPU,Tikapur,TPU
9262,Tikehau,TIH,Tikehau,TIH
9263,Tiko,TKC,Tiko,TKC
9264,Tilin,TIO,Tilin,TIO
9265,Timaru,TIU,Richard Pearse,TIU
9266,Timbavati,TDT,Tanda Tula,TDT
9267,Timbedra,TMD,Timbedra,TMD
9268,Timber Creek,TBK,Timber Creek,TBK
9269,Timbiqui,TBD,Timbiqui,TBD
9270,Timbunke,TBE,Timbunke,TBE
9271,Timimoun,TMX,Timimoun,TMX
9272,Timisoara,TSR,Traian Vuia,TSR
9273,Tin City,TNC,Tin City,TNC
9274,Tinak Island,TIC,Tinak Island,TIC
9275,Tinboli,TCK,Tinboli,TCK
9276,Tindouf,TIN,Tindouf,TIN
9277,Tingo Maria,TGI,Tingo Maria,TGI
9278,Tingwon,TIG,Tingwon,TIG
9279,Tinian,TIQ,International,TIQ
9280,Tiom,TMY,Tiom,TMY
9281,Tioman Island,TOD,Tioman Island,TOD
9282,Tippi,TIE,Tippi,TIE
9283,Tiputini,TPN,Tiputini,TPN
9284,Tirana,TIA,Nene Tereza Intl,TIA
9285,Tiree,TRE,Tiree,TRE
9286,Tiruchchirappalli,TRZ,Tiruchchirappalli,TRZ
9287,Tirupati,TIR,Tirupati,TIR
9288,Tissamaharama,TTW,Tissa Tank SPB,TTW
9289,Titusville,TIX,Space Coast Regional,TIX
9290,Tivat,TIV,Tivat,TIV
9291,Tizimin,TZM,Cupul,TZM
9292,Tlemcen,TLM,Zenata-Messali El Hadj,TLM
9293,Tlokoeng,TKO,Tlokoeng,TKO
9294,Toamasina,TMM,Toamasina,TMM
9295,Tobago,TAB,A.N.R. Robinson Intl,TAB
9296,Tobermorey,TYP,Tobermorey,TYP
9297,Tobolsk,TOX,Tobolsk,TOX
9298,Tobruk,TOB,Tobruk,TOB
9299,Toccoa,TOC,R.G. LeTourneau Field,TOC
9300,Tocoa,TCF,Tocoa,TCF
9301,Tocopilla,TOQ,Barriles,TOQ
9302,Tocumwal,TCW,Tocumwal,TCW
9303,Togiak,TOG,Togiak,TOG
9304,Tok,TKJ,Tok Junction,TKJ
9305,Tokat,TJK,Tokat,TJK
9306,Tokeen,TKI,Sea Plane Base,TKI
9307,Tokoroa,TKZ,Tokoroa,TKZ
9308,Tokunoshima,TKN,Tokunoshima,TKN
9309,Tokushima,TKS,Tokushima,TKS
9310,Tokyo,TYO,Tokyo Intl (Haneda),HND
9311,Tokyo,TYO,Narita Intl,NRT
9312,Tokyo,TYO,Yokota AB,OKO
9313,Tol,TLO,Tol,TLO
9314,Toledo,TDO,South Lewis County,TDO
9315,Toledo,TOL,Executive,TDZ
9316,Toledo,TOL,Express,TOL
9317,Toledo,TOW,Luis dal Canalle Filho,TOW
9318,Toliara,TLE,Toliara,TLE
9319,Tolitoli,TLI,Lalos,TLI
9320,Tolu,TLU,Golfo de Morrosquillo,TLU
9321,Tom Price,TPR,Tom Price,TPR
9322,Tomanggong,TMG,Tomanggong,TMG
9323,Tombouctou,TOM,Tombouctou,TOM
9324,Tomia,TQQ,Maranggo,TQQ
9325,Tomsk,TOF,Bogashevo,TOF
9326,Tonghua,TNH,Sanyuanpu,TNH
9327,Tongliao,TGO,Tongliao,TGO
9328,Tongoa Island,TGH,Tongoa Island,TGH
9329,Tongren,TEN,Fenhuang,TEN
9330,Tonopah,TPH,Tonopah Arpt,TPH
9331,Tonopah,TPH,Test Range,XSD
9332,Tonu,TON,Tonu,TON
9333,Toowoomba,TWB,Toowoomba Airport,TWB
9334,Toowoomba,TWB,Brisbane West Wellcamp,WTB
9335,Topeka,TOP,Forbes Field,FOE
9336,Topeka,TOP,Philip Billard Muni,TOP
9337,Torembi,TCJ,Torembi,TCJ
9338,Torokina,TOK,Torokina,TOK
9339,Tororo,TRY,Tororo,TRY
9340,Torrance,TOA,Zamperini Field,TOA
9341,Torreon,TRC,Francisco Sarabia Intl,TRC
9342,Torres,TSQ,Torres,TSQ
9343,Torres Islands,TOH,Torres Islands,TOH
9344,Torrington,TOR,Municipal,TOR
9345,Torsby,TYF,Torsby,TYF
9346,Tortola,TOV,Terrance B. Lettsome,EIS
9347,Tortola,TOV,Road Town SPB,RAD
9348,Tortola,TOV,West End SPB,TOV
9349,Tortoli,TTB,Arbatax,TTB
9350,Tortuguero,TTQ,Tortuguero,TTQ
9351,Torwood,TWP,Torwood,TWP
9352,Tosontsengel,TNZ,Tosontsengel,TNZ
9353,Totness,TOT,Totness,TOT
9354,Tottori,TTJ,Tottori,TTJ
9355,Touba,TOZ,Mahana,TOZ
9356,Tougan,TUQ,Tougan,TUQ
9357,Touggourt,TGR,Sidi Mahdi,TGR
9358,Touho,TOU,Touho,TOU
9359,Toulon/Hyeres,TLN,La Palyvestre,TLN
9360,Toulouse,TLS,Blagnac,TLS
9361,Tours,TUF,Val de Loire,TUF
9362,Toussus-le-Noble,TNF,Toussus-le-Noble,TNF
9363,Townsville,TSV,International,TSV
9364,Toyama,TOY,Toyama,TOY
9365,Toyooka,TJH,Tajima,TJH
9366,Tozeur,TOE,Nefta,TOE
9367,Trabzon,TZX,Trabzon,TZX
9368,Trang,TST,Trang,TST
9369,Trapani,TPS,Birgi,TPS
9370,Traralgon,TGN,Latrobe Valley,TGN
9371,Trat,TDX,Trat,TDX
9372,Traverse City,TVC,Cherry Capital,TVC
9373,Treasure Cay,TCB,Treasure Cay,TCB
9374,Treinta y Tres,TYT,Treinta y Tres,TYT
9375,Trenton,TRX,Municipal,TRX
9376,Trepell,TQP,Trepell,TQP
9377,Tres Esquinas,TQS,E. Esquerra Cubides AB,TQS
9378,Tres Lagoas,TJL,Plinio Alarcom,TJL
9379,Trieste,TRS,Ronchi dei Legionari,TRS
9380,Trincomalee,TRR,Harbour SPB,THW
9381,Trincomalee,TRR,China Bay,TRR
9382,Trinidad,TAD,Perry Stokes,TAD
9383,Trinidad,TDA,Trinidad,TDA
9384,Trinidad,TDD,Jorge Henrich Arauz,TDD
9385,Trinidad,TND,Alberto Delgado,TND
9386,Tripoli,TIP,Mitiga,MJI
9387,Tripoli,TIP,International,TIP
9388,Trollhattan/Vanersborg,THN,Trollhattan/Vanersborg,THN
9389,Trombetas,TMT,Trombetas,TMT
9390,Trompeteros,TDP,Trompeteros,TDP
9391,Tromso,TOS,Langnes,TOS
9392,Trona,TRH,Trona,TRH
9393,Trondheim,TRD,Vaernes,TRD
9394,Troy,TOI,Municipal,TOI
9395,Truckee,TKF,Truckee-Tahoe,TKF
9396,Trujillo,TJI,Capiro,TJI
9397,Trujillo,TRU,C.Martinez de Pinillos,TRU
9398,Truscott-Mungalalu,TTX,Truscott-Mungalalu,TTX
9399,Truth or Consequences,TCS,Municipal,TCS
9400,Tsaratanana,TTS,Tsaratanana,TTS
9401,Tsetserleg,TSZ,Tsetserleg,TSZ
9402,Tsewi,TSW,Tsewi,TSW
9403,Tshabong,TBY,Tshabong,TBY
9404,Tshikapa,TSH,Tshikapa,TSH
9405,Tshipise,TSD,Tshipise,TSD
9406,Tsile Tsile,TSI,Tsile Tsile,TSI
9407,Tsumeb,TSB,Tsumeb,TSB
9408,Tsushima,TSJ,Tsushima,TSJ
9409,Tuba City,TBC,Tuba City,TBC
9410,Tubuai,TUB,Mataura,TUB
9411,Tubuala,TUW,Tubuala,TUW
9412,Tucson,TUS,Marana Regional,AVW
9413,Tucson,TUS,Davis-Monthan AFB,DMA
9414,Tucson,TUS,International,TUS
9415,Tucuma,TUZ,Tucuma,TUZ
9416,Tucuman,TUC,Benjamin Matienzo,TUC
9417,Tucumcari,TCC,Municipal,TCC
9418,Tucupita,TUV,San Rafael,TUV
9419,Tucurui,TUR,Tucurui,TUR
9420,Tufi,TFI,Tufi,TFI
9421,Tuguegarao,TUG,Tuguegarao,TUG
9422,Tula,TYA,Klokovo,TYA
9423,Tulaghi,TLG,Heliport,TLG
9424,Tulare,TLR,Mefford Field,TLR
9425,Tulcan,TUA,Luis A. Mantilla Intl,TUA
9426,Tulcea,TCE,Delta Dunarii,TCE
9427,Tuli Lodge,TLD,Tuli Lodge,TLD
9428,Tullahoma,THA,Regional,THA
9429,Tulsa,TUL,Richard Lloyd Jones Jr,RVS
9430,Tulsa,TUL,International,TUL
9431,Tuluksak,TLT,Tuluksak,TLT
9432,Tulum,TUY,Tulum,TUY
9433,Tum,TUJ,Tum,TUJ
9434,Tumaco,TCO,La Florida,TCO
9435,Tumbang Samba,TBM,Tumbang Samba,TBM
9436,Tumbes,TBP,Pedro Canga Rodriguez,TBP
9437,Tumbler Ridge,TUX,Tumbler Ridge,TUX
9438,Tumeremo,TMO,Tumeremo,TMO
9439,Tumlingtar,TMI,Tumlingtar,TMI
9440,Tumolbil,TLP,Tumolbil,TLP
9441,Tumut,TUM,Tumut,TUM
9442,Tungsten,TNS,Cantung,TNS
9443,Tunis,TUN,Carthage,TUN
9444,Tununak,TNK,Tununak,TNK
9445,Tupai,TPX,Tupai,TPX
9446,Tupelo,TUP,Regional,TUP
9447,Turaif,TUI,Turaif,TUI
9448,Turbat,TUK,International,TUK
9449,Turbo,TRB,Gonzalo Mejia,TRB
9450,Turin,TRN,Caselle,TRN
9451,Turkey Creek,TKY,Turkey Creek,TKY
9452,Turku,TKU,Turku,TKU
9453,Turpan,TLQ,Jiaohe,TLQ
9454,Turukhansk,THX,Turukhansk,THX
9455,Tuscaloosa,TCL,Regional,TCL
9456,Tuskegee,TGE,Sharpe Field,TGE
9457,Tuticorin,TCR,Tuticorin,TCR
9458,Tuxtla Gutierrez,TGZ,Angel Albino Corzo Int,TGZ
9459,Tuy Hoa,TBB,Dong Tac,TBB
9460,Tuzla,TZL,International,TZL
9461,Twentynine Palms,TNP,Twentynine Palms,TNP
9462,Twin Falls,TWF,Magic Valley Regional,TWF
9463,Twin Hills,TWA,Twin Hills,TWA
9464,Tyler,TYR,Pounds Regional,TYR
9465,Tynda,TYD,Tynda,TYD
9466,Tyonek,TYE,Tyonek,TYE
9467,Tyumen,TJM,Roshchino,TJM
9468,Venice,VCE,Treviso/Sant\Angelo,TSF
9469,York,THV,York,THV
9470,Adana,ADA,Incirlik AB,UAB
9471,Al Ula,ULH,Majeed Bin Abdulaziz,ULH
9472,Baruun-Urt,UUN,Baruun-Urt,UUN
9473,Bilogai,UGU,Bilogai,UGU
9474,Bouarfa,UAR,Bouarfa,UAR
9475,Buchanan,UCN,Buchanan,UCN
9476,Bugulma,UUA,Bugulma,UUA
9477,Buin,UBI,Buin,UBI
9478,Bulagtai,UGT,Bulagtai,UGT
9479,Bulgan,UGA,Bulgan,UGA
9480,Buol,UOL,Pogogul,UOL
9481,Burg Feuerstein,URD,Burg Feuerstein,URD
9482,Busuanga,USU,Francisco B. Reyes,USU
9483,Castilho,URB,Urubupunga,URB
9484,Columbus,UBS,AFB,CBM
9485,Columbus,UBS,Golden Triangle Rgnl,GTR
9486,Columbus,UBS,Lowndes County,UBS
9487,Concord,USA,Regional,USA
9488,Curuzu Cuatia,UZU,Curuzu Cuatia,UZU
9489,Eunice,UCE,Eunice,UCE
9490,Forks,UIL,Quillayute,UIL
9491,Guam,GUM,Andersen AFB,UAM
9492,Gulu,ULU,Gulu,ULU
9493,Gurayat,URY,Gurayat,URY
9494,Havana,HAV,Playa Baracoa,UPB
9495,Hawi,UPP,Upolu,UPP
9496,Hope Bay,UZM,Doris Lake Ice A/P,JOJ
9497,Hope Bay,UZM,Hope Bay Airport,UZM
9498,Ilha Comandatuba/Una,UNA,Ilha Comandatuba/Una,UNA
9499,Jaluit Island,UIT,Jaluit Island,UIT
9500,Juneau,UNU,Dodge County,UNU
9501,Kalumburu,UBU,Kalumburu,UBU
9502,Kharga,UVL,Kharga,UVL
9503,Kiunga,UNG,Kiunga,UNG
9504,Ko Samui,USM,Ko Samui,USM
9505,Kumejima,UEO,Kumejima,UEO
9506,Kunduz,UND,Kunduz,UND
9507,Kuparuk,UUK,Ugnu-Kuparuk,UUK
9508,Kuressaare,URE,Kuressaare,URE
9509,Kursk,URS,Vostochny,URS
9510,Lensk,ULK,Lensk,ULK
9511,Luau,UAL,Luau,UAL
9512,Lutsk,UCK,Lutsk,UCK
9513,Mabaruma,USI,Mabaruma,USI
9514,Mabuiag Island,UBB,Mabuiag Island,UBB
9515,Makassar,UPG,Sultan Hasanuddin,UPG
9516,Manumu,UUU,Manumu,UUU
9517,Mercury,DRA,Yucca Airstrip,UCC
9518,Moruroa Atoll,UOA,Moruroa Atoll,UOA
9519,Mount Aue,UAE,Mount Aue,UAE
9520,Mukeiras,UKR,Mukeiras,UKR
9521,Mukhaizna,UKH,Mukhaizna,UKH
9522,Mulatos,ULS,Mulatos,ULS
9523,Mull,ULL,Mull,ULL
9524,Mutare,UTA,Mutare,UTA
9525,Muttaburra,UTB,Muttaburra,UTB
9526,Narsarsuaq,UAK,Narsarsuaq,UAK
9527,New Ulm,ULM,Municipal,ULM
9528,Nuku,UKU,Nuku,UKU
9529,Nutwood Downs,UTD,Nutwood Downs,UTD
9530,Nyala,UYL,Nyala,UYL
9531,Olgii,ULG,Olgii,ULG
9532,Ondorkhaan,UNR,Ondorkhaan,UNR
9533,Osaka,OSA,Kobe,UKB
9534,Ouvea,UVE,Ouloup,UVE
9535,Oxford,UOX,University-Oxford,UOX
9536,Palm Springs,PSP,Bermuda Dunes,UDD
9537,Pilot Point,PIP,Ugashik Bay,UGB
9538,Punta de Maisi,UMA,Punta de Maisi,UMA
9539,Qacha\s Nek,UNE,Qacha\s Nek,UNE
9540,Quakertown,UKT,Quakertown,UKT
9541,Queenstown,UEE,Queenstown,UEE
9542,Queenstown,UTW,Queenstown,UTW
9543,Quelimane,UEL,Quelimane,UEL
9544,Quetta,UET,International,UET
9545,Qui Nhon,UIH,Phu Cat,UIH
9546,Quibdo,UIB,El Carano,UIB
9547,Quilpie,ULP,Quilpie,ULP
9548,Quimper,UIP,Pluguffan,UIP
9549,Quince Mil,UMI,Quince Mil,UMI
9550,Quincy,UIN,Regional (Baldwin Fld),UIN
9551,Quirindi,UIR,Quirindi,UIR
9552,Quito,UIO,Mariscal Sucre Intl,UIO
9553,Quoin Hill,UIQ,Quoin Hill,UIQ
9554,Quthing,UTG,Quthing,UTG
9555,Ranong,UNN,Ranong,UNN
9556,Rouen,URO,Vallee de Seine,URO
9557,Samburu,UAS,Buffalo Spring,UAS
9558,San Juan,UAQ,Domingo F. Sarmiento,UAQ
9559,San Julian,ULA,Capitan J.D. Vazquez,ULA
9560,San Luis Rio Colorado,UAC,San Luis Rio Colorado,UAC
9561,Sancti Spiritus,USS,Sancti Spiritus,USS
9562,Sevastopol,UKS,Belbek,UKS
9563,Sewanee,UOS,Franklin County,UOS
9564,St Augustine,UST,Northeast Florida Rgnl,UST
9565,St Lucia,SLU,Hewanorra Intl,UVF
9566,Suai,UAI,Suai,UAI
9567,Sule,ULE,Sule,ULE
9568,Summit,UMM,Summit,UMM
9569,Sumy,UMY,Sumy,UMY
9570,Surat Thani,URT,Surat Thani,URT
9571,Tulua,ULQ,Heriberto Gil Martinez,ULQ
9572,Tunica,UTM,Municipal,UTM
9573,Ua Huka,UAH,Ua Huka,UAH
9574,Ua Pou,UAP,Ua Pou,UAP
9575,Uaxactun,UAX,Uaxactun,UAX
9576,Ubatuba,UBT,Gastao Madeira,UBT
9577,Ube,UBJ,Yamaguchi-Ube,UBJ
9578,Uberaba,UBA,M. de Almeida Franco,UBA
9579,Uberlandia,UDI,Cesar Bombonato,UDI
9580,Ubon Ratchathani,UBP,Ubon Ratchathani,UBP
9581,Ubrub,UBR,Ubrub,UBR
9582,Udaipur,UDR,Maharana Pratap,UDR
9583,Uden,UDE,Volkel AB,UDE
9584,Udine,UDN,Campoformido,UDN
9585,Udon Thani,UTH,International,UTH
9586,Ufa,UFA,Ufa,UFA
9587,Uganik,UGI,San Juan (Uganik) SPB,UGI
9588,Ugashik,UGS,Ugashik,UGS
9589,Uherske Hradiste,UHE,Kunovice,UHE
9590,Uige,UGO,Uige,UGO
9591,Uiju,UJU,Uiju,UJU
9592,Ujae Island,UJE,Ujae Island,UJE
9593,Ukhta,UCT,Ukhta,UCT
9594,Ukiah,UKI,Municipal,UKI
9595,Ukunda,UKA,Diani,UKA
9596,Ulaanbaatar,ULN,Chinggis Khaan Intl,ULN
9597,Ulaangom,ULO,Ulaangom,ULO
9598,Ulanqab,UCB,Ulanqab,UCB
9599,Ulan-Ude,UUD,Mukhino,UUD
9600,Ulei,ULB,Ulei,ULB
9601,Uliastai,ULZ,Donoi,ULZ
9602,Ulithi,ULI,Ulithi,ULI
9603,Uljin,UJN,Uljin,UJN
9604,Ulsan,USN,Ulsan,USN
9605,Ulundi,ULD,Prince M. Buthelezi,ULD
9606,Ulusaba,ULX,Ulusaba,ULX
9607,Ulyanovsk,ULY,Baratayevka,ULV
9608,Ulyanovsk,ULY,Vostochny,ULY
9609,Umba,UMC,Umba,UMC
9610,Umea,UME,Umea,UME
9611,Umiat,UMT,Umiat,UMT
9612,Umtata,UTT,K.D. Matanzima,UTT
9613,Umuarama,UMU,Orlando de Carvalho,UMU
9614,Unalakleet,UNK,Unalakleet,UNK
9615,Unayzah,UZH,Unayzah,UZH
9616,Undara,UDA,Undara,UDA
9617,Unguia,UNC,Unguia,UNC
9618,Union City,UCY,Everett-Stewart Rgnl,UCY
9619,Union Island,UNI,Union Island,UNI
9620,Unst,UNT,Baltasound,UNT
9621,Upala,UPL,Upala,UPL
9622,Upavon,UPV,Upavon,UPV
9623,Upiara,UPR,Upiara,UPR
9624,Upington,UTN,Upington,UTN
9625,Uralsk,URA,Ak Zhol,URA
9626,Uray,URJ,Uray,URJ
9627,Urdzhar,UZR,Urdzhar,UZR
9628,Urengoy,UEN,Urengoy,UEN
9629,Urgench,UGC,International,UGC
9630,Urgun,URN,Urgun,URN
9631,Uribe,URI,Uribe,URI
9632,Uriman,URM,Uriman,URM
9633,Uroubi,URU,Uroubi,URU
9634,Urrao,URR,Urrao,URR
9635,Uruapan,UPN,Ignacio Lopez Rayon,UPN
9636,Uruguaiana,URG,Rubem Berta Intl,URG
9637,Urumqi,URC,Diwopu Intl,URC
9638,Uruzgan,URZ,Uruzgan,URZ
9639,Usak,USQ,Usak,USQ
9640,Useless Loop,USL,Useless Loop,USL
9641,Ushuaia,USH,Malvinas Argentinas,USH
9642,Usino,USO,Usino,USO
9643,Usinsk,USK,Usinsk,USK
9644,Ust-Ilimsk,UIK,Ust-Ilimsk,UIK
9645,Ust-Kamenogorsk,UKK,Ust-Kamenogorsk,UKK
9646,Ust-Kut,UKX,Ust-Kut,UKX
9647,Ust-Kuyga,UKG,Ust-Kuyga,UKG
9648,Ust-Maya,UMS,Ust-Maya,UMS
9649,Ust-Nera,USR,Ust-Nera,USR
9650,Ust-Tsilma,UTS,Ust-Tsilma,UTS
9651,Ustupo,UTU,Ustupo,UTU
9652,U-Tapao,UTP,Rayong-Pattaya Intl,UTP
9653,Utila,UII,Utila,UII
9654,Utirik Island,UTK,Utirik Island,UTK
9655,Utopia Creek,UTO,Indian Mountain,UTO
9656,Utrecht,UTC,Soesterberg,UTC
9657,Uttaradit,UTR,Uttaradit,UTR
9658,Utti,UTI,Utti,UTI
9659,Uvalde,UVA,Garner Field,UVA
9660,Uvol,UVO,Uvol,UVO
9661,Uyuni,UYU,Uyuni,UYU
9662,Uzhhorod,UDJ,International,UDJ
9663,Uzice,UZC,Ponikve,UZC
9664,Ware,UWA,Ware,UWA
9665,Waukegan,UGN,Regional,UGN
9666,Waukesha,UES,Waukesha County,UES
9667,Waukon,UKN,Municipal,UKN
9668,Woomera,UMR,RAAF Base,UMR
9669,Yulin,UYN,Yuyang,UYN
9670,Yuzhno-Sakhalinsk,UUS,Khomutovo,UUS
9671,Abingdon,VJI,Virginia Highlands,VJI
9672,Anglesey,VLY,Valley,VLY
9673,Ann,VBA,Ann,VBA
9674,Baimuru,VMU,Baimuru,VMU
9675,Barakoma,VEV,Barakoma,VEV
9676,Bokpyin,VBP,Bokpyin,VBP
9677,Camp Douglas,VOK,Volk Field,VOK
9678,Can Tho,VCA,International,VCA
9679,Carora,VCR,Carora,VCR
9680,Chevak,VAK,Chevak,VAK
9681,Chimoio,VPY,Chimoio,VPY
9682,Chu Lai,VCL,International,VCL
9683,Con Dao Island,VCS,Co Ong,VCS
9684,Dakhla,VIL,Dakhla,VIL
9685,Destin/Ft Walton Beach,VPS,Destin Executive,DSI
9686,Destin/Ft Walton Beach,VPS,Destin-Ft Walton Beach,VPS
9687,Dong Hoi,VDH,Dong Hoi,VDH
9688,Durban,DUR,Virginia,VIR
9689,El Vigia,VIG,Juan P. Perez Alfonso,VIG
9690,Fagernes,VDB,Leirin,VDB
9691,General Villegas,VGS,General Villegas,VGS
