Search results for "S"
CITY NAME	3-LETTER CITY CODE	AIRPORT NAME	3-LETTER AIRPORT CODE
Santiago del Estero	SDE	A. de la Paz Aragonez	SDE
Santo Domingo	SDQ	Dr.Joaquin Balaguer	JBQ
Santo Domingo	SDQ	Metropolitan Area	SDQ
Santo Domingo	SDQ	Las Americas Intl	SDQ
Santo Domingo	STD	Buenaventura Vivas	STD
Santos	SSZ	AFB	SSZ
Sanya	SYX	Phoenix Intl	SYX
Sao Felix do Araguaia	SXO	Sao Felix do Araguaia	SXO
Sao Felix do Xingu	SXX	Sao Felix do Xingu	SXX
Sao Filipe	SFL	Sao Filipe	SFL
Sao Gabriel Cachoeira	SJL	Sao Gabriel Cachoeira	SJL
Sao Jorge Island	SJZ	Sao Jorge Island	SJZ
Sao Jose do Rio Preto	SJP	Eribelto Manoel Reino	SJP
Sao Jose dos Campos	SJK	U.E. Stumpf Intl	SJK
Sao Lourenco	SSO	Sao Lourenco	SSO
Sao Lourenco do Sul	SQY	Sao Lourenco do Sul	SQY
Sao Luis	SLZ	Cunha Machado Intl	SLZ
Sao Mateus	SBJ	Sao Mateus	SBJ
Sao Miguel do Araguaia	SQM	Sao Miguel do Araguaia	SQM
Sao Miguel do Oeste	SQX	Helio Wasum	SQX
Sao Nicolau Island	SNE	Preguica	SNE
Sao Paulo	SAO	Congonhas	CGH
Sao Paulo	SAO	Guarulhos Intl	GRU
Sao Paulo	SAO	Metropolitan Area	SAO
Sao Paulo	SAO	Viracopos-Campinas Int	VCP
Sapmanga	SMH	Sapmanga	SMH
Saposoa	SQU	Saposoa	SQU
Sapporo	SPK	New Chitose	CTS
Sapporo	SPK	Okadama	OKD
Sapporo	SPK	Metropolitan Area	SPK
Sara	SSR	Sara	SSR
Sarajevo	SJJ	International	SJJ
Saranac Lake	SLK	Adirondack Regional	SLK
Saransk	SKX	Saransk	SKX
Sarasota/Bradenton	SRQ	International	SRQ
Saratoga	SAA	Shively Field	SAA
Sardeh Band	SBF	Sardeh Band	SBF
Sargodha	SGI	Bhagatanwala	BHW
Sargodha	SGI	Metropolitan Area	SGI
Sargodha	SGI	Mushaf AB	SGI
Sarh	SRH	Sarh	SRH
Sari	SRY	Dasht-e-Naz	SRY
Sarteneja	SJX	Sarteneja	SJX
Saskylakh	SYS	Saskylakh	SYS
Sasstown	SAZ	Sasstown	SAZ
Satu Mare	SUJ	Satu Mare	SUJ
Satwag	SWG	Satwag	SWG
Saudarkrokur	SAK	Alexander	SAK
Sault Ste Marie	SSM	Chippewa County Intl	CIU
Sault Ste Marie	SSM	Metropolitan Area	SSM
Sault Ste Marie	SSM	Municipal	SSM
Saumlaki	SXK	Olilit	SXK
Sauren	SXW	Sauren	SXW
Savannah	SAV	Metropolitan Area	SAV
Savannah	SAV	Hilton Head	SAV
Savannah	SAV	Hunter AAF	SVN
Save	SVF	Save	SVF
Savo Island	SVY	Savo Island	SVY
Savonlinna	SVL	Savonlinna	SVL
Savoonga	SVA	Savoonga	SVA
Savusavu	SVU	Savusavu	SVU
Savuti	SVT	Savuti	SVT
Sawu	SAU	Tardamu	SAU
Scammon Bay	SCM	Scammon Bay	SCM
Scampton	SQZ	RAF Station	SQZ
Schenectady	SCH	County	SCH
Schwerin	SZW	Parchim	SZW
Scribner	SCB	State	SCB
Seal Bay	SYB	Sea Plane Base	SYB
Searcy	SRC	Municipal	SRC
Seattle	SEA	Boeing Fld-King Co Int	BFI
Seattle	SEA	Lake Union SPB	LKE
Seattle	SEA	Metropolitan Area	SEA
Seattle	SEA	Seattle-Tacoma Intl	SEA
Sebha	SEB	Sebha	SEB
Sebring	SEF	Regional	SEF
Sedom	SED	Min'hat Hashnayim	SED
Sedona	SDX	Sedona	SDX
Segou	SZU	Segou	SZU
Seguela	SEO	Seguela	SEO
Sehonghong	SHK	Sehonghong	SHK
Sehulea	SXH	Sehulea	SXH
Sehwan	SYW	Sehwan Sharif	SYW
Seinajoki	SJY	Seinajoki	SJY
Sekake	SKQ	Sekake	SKQ
Selbang	SBC	Selbang	SBC
Seldovia	SOV	Seldovia	SOV
Selibabi	SEY	Selibabi	SEY
Selinsgrove	SEG	Penn Valley	SEG
Selma	SEM	Craig Field	SEM
Semarang	SRG	Ahmad Yani	SRG
Semera	SZE	Semera	SZE
Semongkong	SOK	Semongkong	SOK
Semporna	SMM	Semporna	SMM
Senanga	SXG	Senanga	SXG
Sendai	SDJ	Sendai	SDJ
Senggeh	SEH	Senggeh	SEH
Seoul	SEL	Gimpo International	GMP
Seoul	SEL	Incheon International	ICN
Seoul	SEL	Metropolitan Area	SEL
Seoul	SEL	Air Base	SSN
Sepik Plains	SPV	Sepik Plains	SPV
Sepulot	SPE	Sepulot	SPE
Sequim	SQV	Sequim Valley	SQV
Seronera	SEU	Seronera	SEU
Sesheke	SJQ	Sesheke	SJQ
Seshote	SHZ	Seshote	SHZ
Sesriem	SZM	Sesriem	SZM
Severodonetsk	SEV	Severodonetsk	SEV
Sevilla	SVQ	Airport	SVQ
Seward	SWD	Seward	SWD
Seymour	SER	Freeman Municipal	SER
Sfax	SFA	Thyna	SFA
Shageluk	SHX	Shageluk	SHX
Shakawe	SWX	Shakawe	SWX
Shakiso	SKR	Shakiso	SKR
Shaktoolik	SKK	Shaktoolik	SKK
Shanghai	SHA	Pudong Intl	PVG
Shanghai	SHA	Metropolitan Area	SHA
Shanghai	SHA	Hongqiao Intl	SHA
Shangrao	SQD	Sanqingshan	SQD
