Search results for "P"
CITY NAME	3-LETTER CITY CODE	AIRPORT NAME	3-LETTER AIRPORT CODE
Pore	PRE	Pore	PRE
Pori	POR	Pori	POR
Porlamar	PMV	Del Caribe Intl	PMV
Port Alexander	PTD	Sea Plane Base	PTD
Port Alice	PTC	Sea Plane Base	PTC
Port Alsworth	PTA	Port Alsworth	PTA
Port Antonio	POT	Ken Jones	POT
Port Augusta	PUG	Port Augusta	PUG
Port Elizabeth	PLZ	Port Elizabeth	PLZ
Port Graham	PGM	Port Graham	PGM
Port Harcourt	PHC	International	PHC
Port Harcourt	PHC	City Airport	PHG
Port Hedland	PHE	International	PHE
Port Heiden	PTH	Port Heiden	PTH
Port Huron	PHN	St Clair County Intl	PHN
Port Kaituma	PKM	Port Kaituma	PKM
Port Keats	PKT	Port Keats	PKT
Port Lincoln	PLO	Port Lincoln	PLO
Port Macquarie	PQQ	Port Macquarie	PQQ
Port Moller	PML	Port Moller	PML
Port Moresby	POM	Jacksons International	POM
Port of Spain	POS	Piarco Intl	POS
Port Pirie	PPI	Port Pirie	PPI
Port Protection	PPV	Sea Plane Base	PPV
Port Said	PSD	Port Said	PSD
Port Sudan	PZU	New International	PZU
Port Walter	PWR	Sea Plane Base	PWR
Portage Creek	PCA	Portage Creek	PCA
Port-au-Prince	PAP	Toussaint Louverture	PAP
Port-de-Paix	PAX	Port-de-Paix	PAX
Porterville	PTV	Municipal	PTV
Port-Gentil	POG	International	POG
Portimao	PRM	Portimao	PRM
Portland	PDX	Hillsboro	HIO
Portland	PDX	International	PDX
Portland	PDX	Troutdale	TTD
Portland	PTJ	Portland	PTJ
Portland	PWM	Intl Jetport	PWM
Porto Alegre	POA	Salgado Filho Intl	POA
Porto Alegre do Norte	PBX	Fazenda Piraguassu	PBX
Porto Amboim	PBN	Porto Amboim	PBN
Porto de Moz	PTQ	Porto de Moz	PTQ
Porto dos Gauchos	PBV	Porto dos Gauchos	PBV
Porto Nacional	PNB	Porto Nacional	PNB
Porto Santo	PXO	Porto Santo	PXO
Porto Velho	PVH	J.T. de Oliveira Intl	PVH
Portochelion	PKH	Kanaris	PKH
Portoroz	POW	Portoroz	POW
Portoviejo	PVO	Reales Tamarindos	PVO
Portsmouth	PMH	Regional	PMH
Posadas	PSS	Jose de San Martin	PSS
Poso	PSJ	Kasinguncu	PSJ
Potchefstroom	PCF	Potchefstroom	PCF
Potosi	POI	Capitan Nicolas Rojas	POI
Pottstown	PTW	Heritage Field	PTW
Poughkeepsie	POU	Dutchess County	POU
Poulsbo	PUL	Marina Moorage SPB	PUL
